transaction_amount,merchant_category,customer_region,transaction_type,card_present,hour_of_day,device_type,previous_fraud_flag,transaction_datetime,day_of_week,is_weekend,device_id,is_fraud
6877.0,Online Store,Limpopo,POS,1,12,iPhone,0,2023-01-19 22:35:00,Thursday,0,IPH_34667,0
802.03,Fuel,Mpumalanga,POS,0,1,iPhone,0,2023-01-04 01:23:00,Wednesday,0,IPH_13992,0
2797.03,Groceries,Limpopo,POS,0,1,iPhone,0,2023-01-15 13:22:00,Sunday,1,IPH_83563,0
6786.9,Electronics,Gauteng,Online,1,14,Unknown,0,2023-01-05 23:27:00,Thursday,0,UNK_97680,0
6061.24,Fuel,KwaZulu-Natal,EFT,0,22,Android,0,2023-01-13 01:18:00,Friday,0,AND_35530,0
5723.16,Electronics,Western Cape,EFT,1,16,iPhone,0,2023-01-24 16:19:00,Tuesday,0,IPH_25305,0
1820.16,Electronics,Western Cape,EFT,0,6,iPhone,0,2023-01-29 00:24:00,Sunday,1,IPH_62129,0
1212.8,Groceries,KwaZulu-Natal,POS,1,13,iPhone,0,2023-01-10 08:36:00,Tuesday,0,IPH_97267,0
4687.13,Fuel,Western Cape,Online,1,11,Android,0,2023-01-16 08:39:00,Monday,0,AND_96209,0
6507.04,Clothing,Mpumalanga,POS,1,16,iPhone,0,2023-01-15 19:17:00,Sunday,1,IPH_62044,0
3906.2,Restaurants,Gauteng,EFT,1,13,iPhone,0,2023-01-28 06:17:00,Saturday,1,IPH_99363,0
4009.86,Groceries,Gauteng,EFT,1,5,Android,0,2023-01-14 22:16:00,Saturday,1,AND_68817,0
1974.25,Groceries,KwaZulu-Natal,Online,0,18,Unknown,0,2023-01-21 03:43:00,Saturday,1,UNK_56666,0
5391.06,Clothing,Western Cape,POS,0,23,Windows,0,2023-01-27 11:05:00,Friday,0,WIN_36173,0
1325.57,Fuel,Mpumalanga,ATM Withdrawal,1,5,iPhone,0,2023-01-12 00:27:00,Thursday,0,IPH_28909,0
2279.28,Fuel,Gauteng,ATM Withdrawal,0,17,Windows,0,2023-01-26 23:35:00,Thursday,0,WIN_73967,0
2989.55,Electronics,Gauteng,EFT,1,23,Unknown,0,2023-01-27 10:54:00,Friday,0,UNK_41007,0
3563.12,Clothing,Eastern Cape,Online,1,4,Unknown,0,2023-01-27 20:49:00,Friday,0,UNK_22985,0
1712.02,Clothing,Eastern Cape,POS,0,23,iPhone,0,2023-01-09 03:50:00,Monday,0,IPH_32525,0
821.56,Fuel,Gauteng,POS,1,23,Android,0,2023-01-12 20:46:00,Thursday,0,AND_47403,0
4282.13,Electronics,KwaZulu-Natal,EFT,1,5,Unknown,0,2023-01-26 06:25:00,Thursday,0,UNK_47193,0
2034.64,Groceries,Limpopo,EFT,1,1,Windows,0,2023-01-11 17:24:00,Wednesday,0,WIN_13830,0
4077.04,Online Store,Limpopo,POS,1,7,Windows,1,2023-01-18 15:01:00,Wednesday,0,WIN_66144,0
1097.45,Restaurants,Mpumalanga,POS,0,14,Windows,0,2023-01-04 20:39:00,Wednesday,0,WIN_10533,0
3378.36,Groceries,Gauteng,EFT,0,14,Windows,0,2023-01-03 02:19:00,Tuesday,0,WIN_30946,0
3737.47,Fuel,Gauteng,POS,1,10,Unknown,0,2023-01-13 07:15:00,Friday,0,UNK_33504,0
381.73,Restaurants,Gauteng,ATM Withdrawal,0,21,iPhone,0,2023-01-18 02:44:00,Wednesday,0,IPH_65715,0
2369.5,Online Store,KwaZulu-Natal,EFT,1,21,iPhone,1,2023-01-12 18:46:00,Thursday,0,IPH_38255,0
958.21,Online Store,Eastern Cape,POS,1,23,Windows,0,2023-01-18 03:05:00,Wednesday,0,WIN_66441,0
462.36,Electronics,Gauteng,EFT,1,0,iPhone,0,2023-01-16 08:18:00,Monday,0,IPH_46855,0
6929.92,Restaurants,Gauteng,Online,0,17,Windows,0,2023-01-21 07:06:00,Saturday,1,WIN_51721,1
2270.03,Electronics,Western Cape,EFT,1,11,Windows,0,2023-01-20 06:41:00,Friday,0,WIN_51850,0
5672.92,Groceries,KwaZulu-Natal,EFT,1,11,Android,0,2023-01-13 18:43:00,Friday,0,AND_44723,0
1797.39,Clothing,Mpumalanga,Online,1,10,Unknown,0,2023-01-13 19:40:00,Friday,0,UNK_45739,0
4776.89,Clothing,Gauteng,ATM Withdrawal,1,7,Unknown,1,2023-01-05 13:57:00,Thursday,0,UNK_15539,0
5326.39,Clothing,Western Cape,POS,1,6,Windows,0,2023-01-16 10:09:00,Monday,0,WIN_83029,0
4177.56,Restaurants,Limpopo,Online,1,22,Unknown,0,2023-01-18 14:22:00,Wednesday,0,UNK_74509,0
3311.6,Clothing,Mpumalanga,EFT,1,20,iPhone,0,2023-01-15 09:28:00,Sunday,1,IPH_31311,0
2894.65,Groceries,Gauteng,POS,1,1,Windows,0,2023-01-11 00:14:00,Wednesday,0,WIN_79180,0
2455.1,Electronics,Gauteng,Online,0,10,Android,0,2023-01-22 14:34:00,Sunday,1,AND_95981,0
6508.11,Restaurants,Western Cape,POS,1,21,iPhone,0,2023-01-03 16:24:00,Tuesday,0,IPH_45934,0
5817.72,Electronics,KwaZulu-Natal,POS,1,9,Android,0,2023-01-28 07:45:00,Saturday,1,AND_19511,0
6755.89,Restaurants,Gauteng,Online,1,2,Android,0,2023-01-02 02:30:00,Monday,0,AND_10183,0
887.59,Electronics,Limpopo,POS,1,19,Unknown,1,2023-01-29 19:25:00,Sunday,1,UNK_19475,0
5121.45,Online Store,Gauteng,ATM Withdrawal,1,9,Unknown,0,2023-01-15 02:52:00,Sunday,1,UNK_94766,0
6569.62,Electronics,Limpopo,Online,1,17,Windows,0,2023-01-13 16:10:00,Friday,0,WIN_73130,0
1285.01,Clothing,Mpumalanga,ATM Withdrawal,1,13,Unknown,0,2023-01-09 01:49:00,Monday,0,UNK_69577,0
484.14,Online Store,Mpumalanga,EFT,1,17,Android,0,2023-01-01 19:11:00,Sunday,1,AND_36008,0
5193.02,Electronics,Eastern Cape,POS,1,23,Android,0,2023-01-09 15:24:00,Monday,0,AND_86868,0
4029.82,Restaurants,Eastern Cape,EFT,1,7,iPhone,0,2023-01-04 17:57:00,Wednesday,0,IPH_57941,0
5895.96,Restaurants,Limpopo,EFT,0,9,Android,0,2023-01-21 02:28:00,Saturday,1,AND_52756,0
995.61,Restaurants,KwaZulu-Natal,POS,1,21,Windows,0,2023-01-10 23:53:00,Tuesday,0,WIN_80258,0
5570.97,Fuel,Gauteng,Online,1,12,Windows,0,2023-01-24 08:33:00,Tuesday,0,WIN_90730,0
1427.36,Groceries,Gauteng,POS,1,20,Unknown,0,2023-01-07 16:15:00,Saturday,1,UNK_37912,0
1162.32,Restaurants,Eastern Cape,EFT,1,7,Unknown,0,2023-01-28 09:29:00,Saturday,1,UNK_92702,1
1166.58,Online Store,Limpopo,EFT,1,3,Unknown,0,2023-01-17 03:34:00,Tuesday,0,UNK_60659,0
5705.73,Restaurants,Gauteng,Online,1,3,Windows,0,2023-01-04 22:29:00,Wednesday,0,WIN_56840,0
4663.08,Fuel,Gauteng,POS,0,4,Android,0,2023-01-13 12:43:00,Friday,0,AND_91512,0
3671.0,Clothing,KwaZulu-Natal,EFT,1,0,Unknown,0,2023-01-07 17:14:00,Saturday,1,UNK_48623,0
2524.64,Online Store,Western Cape,ATM Withdrawal,1,16,iPhone,0,2023-01-07 12:21:00,Saturday,1,IPH_73303,0
6142.86,Fuel,Eastern Cape,EFT,0,1,Unknown,1,2023-01-16 18:13:00,Monday,0,UNK_56062,0
2759.27,Clothing,Eastern Cape,EFT,0,7,Windows,0,2023-01-21 18:32:00,Saturday,1,WIN_66690,0
5719.86,Online Store,Western Cape,Online,1,6,Unknown,0,2023-01-29 00:56:00,Sunday,1,UNK_87582,0
3085.16,Electronics,Gauteng,ATM Withdrawal,1,14,Android,0,2023-01-16 16:43:00,Monday,0,AND_33634,0
2651.07,Groceries,KwaZulu-Natal,EFT,0,4,Unknown,0,2023-01-30 18:10:00,Monday,0,UNK_14090,0
3249.5,Groceries,KwaZulu-Natal,EFT,1,1,Windows,1,2023-01-30 01:31:00,Monday,0,WIN_55266,0
2123.62,Fuel,Eastern Cape,ATM Withdrawal,1,6,Windows,0,2023-01-27 18:40:00,Friday,0,WIN_40008,0
5238.31,Clothing,KwaZulu-Natal,POS,1,7,iPhone,0,2023-01-16 17:10:00,Monday,0,IPH_97643,0
3528.99,Groceries,Mpumalanga,POS,1,6,Windows,0,2023-01-05 19:19:00,Thursday,0,WIN_68704,0
1640.84,Clothing,Western Cape,EFT,1,6,iPhone,1,2023-01-08 03:49:00,Sunday,1,IPH_72866,0
6299.03,Clothing,Gauteng,EFT,1,13,Android,1,2023-01-21 06:53:00,Saturday,1,AND_18382,0
2699.56,Fuel,Mpumalanga,POS,1,20,Windows,0,2023-01-14 09:49:00,Saturday,1,WIN_57774,0
3814.0,Fuel,Western Cape,Online,1,17,Unknown,0,2023-01-06 00:16:00,Friday,0,UNK_84570,0
6347.18,Fuel,Limpopo,ATM Withdrawal,0,5,Android,0,2023-01-16 04:46:00,Monday,0,AND_84062,0
4377.18,Groceries,Eastern Cape,ATM Withdrawal,1,3,Unknown,0,2023-01-02 01:19:00,Monday,0,UNK_99609,0
835.95,Fuel,KwaZulu-Natal,Online,0,9,Unknown,0,2023-01-24 01:44:00,Tuesday,0,UNK_56698,0
6580.03,Groceries,Limpopo,Online,0,17,Unknown,1,2023-01-03 18:51:00,Tuesday,0,UNK_11110,0
4401.4,Fuel,KwaZulu-Natal,Online,0,11,Android,0,2023-01-20 21:44:00,Friday,0,AND_91981,0
2357.64,Restaurants,Mpumalanga,Online,0,15,Android,1,2023-01-25 23:44:00,Wednesday,0,AND_10386,0
992.12,Clothing,Gauteng,Online,1,6,Windows,0,2023-01-05 14:54:00,Thursday,0,WIN_68513,0
5562.3,Fuel,Gauteng,Online,0,5,Unknown,0,2023-01-17 13:37:00,Tuesday,0,UNK_94120,0
4348.11,Online Store,Gauteng,ATM Withdrawal,1,4,iPhone,0,2023-01-25 15:45:00,Wednesday,0,IPH_57801,0
3743.56,Clothing,KwaZulu-Natal,Online,1,2,Windows,0,2023-01-09 14:37:00,Monday,0,WIN_81857,1
6259.37,Clothing,Limpopo,POS,1,11,Android,0,2023-01-06 14:03:00,Friday,0,AND_99976,0
5524.41,Fuel,Gauteng,Online,0,14,iPhone,0,2023-01-12 00:02:00,Thursday,0,IPH_41566,0
1078.69,Electronics,Limpopo,Online,1,9,Android,1,2023-01-18 19:12:00,Wednesday,0,AND_42521,0
2195.82,Fuel,KwaZulu-Natal,ATM Withdrawal,1,19,iPhone,0,2023-01-19 11:10:00,Thursday,0,IPH_33798,0
1754.45,Clothing,Mpumalanga,ATM Withdrawal,1,18,Windows,0,2023-01-05 14:45:00,Thursday,0,WIN_23565,0
5212.75,Online Store,Limpopo,Online,1,15,iPhone,0,2023-01-15 20:01:00,Sunday,1,IPH_33027,0
254.06,Clothing,Mpumalanga,ATM Withdrawal,1,10,Windows,0,2023-01-09 22:17:00,Monday,0,WIN_15631,0
3997.83,Online Store,KwaZulu-Natal,EFT,1,7,Android,0,2023-01-27 22:09:00,Friday,0,AND_99865,0
5341.96,Groceries,KwaZulu-Natal,ATM Withdrawal,0,2,iPhone,0,2023-01-11 08:57:00,Wednesday,0,IPH_66878,0
6139.82,Restaurants,Eastern Cape,ATM Withdrawal,1,22,Unknown,0,2023-01-27 21:20:00,Friday,0,UNK_55206,0
2407.73,Clothing,KwaZulu-Natal,ATM Withdrawal,0,6,Unknown,0,2023-01-15 00:27:00,Sunday,1,UNK_68582,0
5752.38,Fuel,KwaZulu-Natal,ATM Withdrawal,1,22,Android,0,2023-01-24 10:14:00,Tuesday,0,AND_68334,0
792.21,Groceries,Western Cape,POS,0,6,iPhone,0,2023-01-17 15:02:00,Tuesday,0,IPH_82323,0
5928.24,Restaurants,Gauteng,POS,0,13,Unknown,0,2023-01-21 04:23:00,Saturday,1,UNK_63619,0
909.87,Fuel,Eastern Cape,POS,1,1,Windows,0,2023-01-14 00:59:00,Saturday,1,WIN_36875,0
2793.07,Electronics,Eastern Cape,Online,1,9,iPhone,0,2023-01-25 20:48:00,Wednesday,0,IPH_34514,0
5585.12,Fuel,Eastern Cape,Online,1,18,iPhone,0,2023-01-15 00:30:00,Sunday,1,IPH_32580,0
1066.42,Online Store,Western Cape,EFT,1,8,Unknown,0,2023-01-16 01:32:00,Monday,0,UNK_95827,0
1620.17,Online Store,Mpumalanga,POS,1,15,Windows,0,2023-01-17 23:57:00,Tuesday,0,WIN_14288,0
5061.32,Electronics,KwaZulu-Natal,Online,0,18,Windows,0,2023-01-28 00:30:00,Saturday,1,WIN_16734,0
5045.86,Groceries,Gauteng,ATM Withdrawal,1,17,Windows,0,2023-01-22 13:24:00,Sunday,1,WIN_93000,0
4495.21,Restaurants,Limpopo,ATM Withdrawal,0,8,iPhone,0,2023-01-12 16:26:00,Thursday,0,IPH_49008,0
4863.76,Fuel,Mpumalanga,POS,1,15,Android,0,2023-01-22 23:08:00,Sunday,1,AND_59349,0
3808.22,Online Store,KwaZulu-Natal,EFT,1,12,iPhone,0,2023-01-22 02:23:00,Sunday,1,IPH_17814,0
1777.56,Groceries,Western Cape,EFT,0,9,iPhone,0,2023-01-31 08:57:00,Tuesday,0,IPH_53154,0
2432.96,Electronics,KwaZulu-Natal,ATM Withdrawal,1,19,Unknown,0,2023-01-28 12:53:00,Saturday,1,UNK_17851,0
1287.55,Clothing,KwaZulu-Natal,EFT,0,13,Android,0,2023-01-22 08:12:00,Sunday,1,AND_11600,0
6360.98,Online Store,Western Cape,POS,1,11,Windows,0,2023-01-12 12:41:00,Thursday,0,WIN_66614,0
4092.07,Electronics,Eastern Cape,ATM Withdrawal,1,18,Unknown,0,2023-01-26 15:38:00,Thursday,0,UNK_82402,0
2817.94,Fuel,Eastern Cape,Online,1,6,iPhone,0,2023-01-20 02:15:00,Friday,0,IPH_13692,1
3244.8,Restaurants,Gauteng,Online,0,22,Android,1,2023-02-02 08:35:00,Thursday,0,AND_68027,0
6632.04,Online Store,Gauteng,EFT,0,14,Windows,0,2023-01-09 13:10:00,Monday,0,WIN_30373,0
1090.39,Online Store,Eastern Cape,ATM Withdrawal,0,15,Windows,0,2023-01-04 03:02:00,Wednesday,0,WIN_72805,0
4111.88,Fuel,Mpumalanga,ATM Withdrawal,0,7,iPhone,0,2023-01-03 19:32:00,Tuesday,0,IPH_90383,0
3551.1,Clothing,Limpopo,Online,1,9,Windows,0,2023-01-22 07:39:00,Sunday,1,WIN_24507,0
4287.95,Groceries,KwaZulu-Natal,ATM Withdrawal,1,3,Windows,0,2023-02-01 01:38:00,Wednesday,0,WIN_72931,0
146.41,Restaurants,Limpopo,ATM Withdrawal,1,18,Android,0,2023-01-01 14:44:00,Sunday,1,AND_85499,0
6107.42,Online Store,KwaZulu-Natal,ATM Withdrawal,1,18,Unknown,0,2023-01-25 04:37:00,Wednesday,0,UNK_81642,0
6526.19,Restaurants,Eastern Cape,EFT,1,20,Android,0,2023-01-22 23:34:00,Sunday,1,AND_82869,0
3964.63,Online Store,Gauteng,ATM Withdrawal,1,14,Unknown,0,2023-01-25 11:12:00,Wednesday,0,UNK_49423,0
4882.62,Restaurants,Mpumalanga,POS,1,13,Unknown,0,2023-01-13 04:11:00,Friday,0,UNK_96120,0
6459.05,Electronics,Gauteng,EFT,1,0,Unknown,0,2023-01-28 09:58:00,Saturday,1,UNK_76600,1
4956.53,Online Store,Limpopo,ATM Withdrawal,0,15,Windows,0,2023-01-03 00:30:00,Tuesday,0,WIN_51848,0
1084.72,Restaurants,Gauteng,ATM Withdrawal,0,9,Android,0,2023-01-26 08:21:00,Thursday,0,AND_16820,0
4042.49,Groceries,Eastern Cape,POS,1,18,Windows,0,2023-01-10 07:59:00,Tuesday,0,WIN_18512,0
4254.87,Electronics,Mpumalanga,EFT,0,21,iPhone,0,2023-01-17 05:54:00,Tuesday,0,IPH_46725,0
2980.43,Electronics,Limpopo,Online,0,2,Android,0,2023-01-28 15:46:00,Saturday,1,AND_61534,0
5160.38,Groceries,Mpumalanga,Online,1,4,Unknown,0,2023-01-10 12:13:00,Tuesday,0,UNK_95151,0
6541.88,Restaurants,KwaZulu-Natal,EFT,1,8,Windows,0,2023-01-07 16:13:00,Saturday,1,WIN_49776,0
6480.47,Fuel,Gauteng,ATM Withdrawal,1,17,Windows,0,2023-01-24 02:06:00,Tuesday,0,WIN_70945,0
3166.86,Groceries,Mpumalanga,ATM Withdrawal,0,10,Android,0,2023-01-19 05:16:00,Thursday,0,AND_93420,0
810.4,Restaurants,Western Cape,Online,1,15,Android,0,2023-01-18 14:42:00,Wednesday,0,AND_57455,0
6894.19,Groceries,Gauteng,Online,1,1,Unknown,0,2023-01-10 02:01:00,Tuesday,0,UNK_93488,0
5875.51,Groceries,KwaZulu-Natal,Online,1,11,Unknown,0,2023-01-02 17:19:00,Monday,0,UNK_62433,0
890.15,Online Store,Mpumalanga,POS,1,21,iPhone,0,2023-01-15 05:07:00,Sunday,1,IPH_19711,0
6447.48,Restaurants,Limpopo,Online,1,5,Unknown,0,2023-01-05 02:44:00,Thursday,0,UNK_69262,0
6091.88,Fuel,KwaZulu-Natal,POS,1,10,Windows,0,2023-01-31 18:45:00,Tuesday,0,WIN_96009,0
3641.49,Online Store,Western Cape,EFT,1,7,iPhone,0,2023-01-02 22:38:00,Monday,0,IPH_93785,0
4147.1,Groceries,Mpumalanga,ATM Withdrawal,0,11,iPhone,0,2023-01-15 23:57:00,Sunday,1,IPH_19597,0
2805.04,Clothing,Eastern Cape,Online,1,1,iPhone,0,2023-01-03 07:35:00,Tuesday,0,IPH_70067,0
402.24,Groceries,Gauteng,ATM Withdrawal,1,8,Android,0,2023-01-04 18:29:00,Wednesday,0,AND_97520,0
2359.68,Groceries,Limpopo,ATM Withdrawal,1,14,Unknown,0,2023-01-23 16:16:00,Monday,0,UNK_58022,0
5623.92,Restaurants,Eastern Cape,Online,1,1,iPhone,0,2023-01-23 07:27:00,Monday,0,IPH_91924,0
52.33,Restaurants,Mpumalanga,Online,1,0,Android,0,2023-01-02 16:22:00,Monday,0,AND_28782,1
2347.82,Online Store,Mpumalanga,EFT,0,9,Android,0,2023-01-01 14:36:00,Sunday,1,AND_61782,0
2799.22,Fuel,KwaZulu-Natal,POS,1,1,iPhone,0,2023-01-04 05:30:00,Wednesday,0,IPH_82144,0
3771.02,Online Store,Mpumalanga,POS,0,11,iPhone,0,2023-01-27 07:57:00,Friday,0,IPH_65013,0
6440.59,Electronics,Limpopo,ATM Withdrawal,1,22,Windows,0,2023-01-21 07:59:00,Saturday,1,WIN_82036,0
2437.5,Groceries,Eastern Cape,Online,0,7,iPhone,0,2023-01-02 20:43:00,Monday,0,IPH_45342,0
2441.73,Clothing,Limpopo,EFT,0,4,Windows,0,2023-01-18 02:42:00,Wednesday,0,WIN_95745,0
5167.76,Groceries,Western Cape,EFT,1,21,iPhone,0,2023-01-25 17:32:00,Wednesday,0,IPH_30977,0
3176.48,Groceries,Western Cape,EFT,1,0,iPhone,0,2023-01-31 02:10:00,Tuesday,0,IPH_67396,0
1587.74,Online Store,Gauteng,EFT,1,14,Unknown,1,2023-02-02 08:09:00,Thursday,0,UNK_60021,0
3178.03,Clothing,Gauteng,EFT,0,5,iPhone,0,2023-01-12 17:25:00,Thursday,0,IPH_79057,0
1003.18,Clothing,Western Cape,POS,1,11,iPhone,0,2023-01-06 04:59:00,Friday,0,IPH_76836,0
1251.18,Clothing,Mpumalanga,POS,0,7,Windows,0,2023-01-09 15:57:00,Monday,0,WIN_37075,0
3498.61,Online Store,Limpopo,POS,1,12,Windows,0,2023-01-28 02:26:00,Saturday,1,WIN_99515,0
2944.1,Groceries,Western Cape,Online,1,18,Unknown,0,2023-02-03 19:35:00,Friday,0,UNK_40802,0
6405.62,Online Store,Gauteng,ATM Withdrawal,1,0,iPhone,0,2023-01-17 13:20:00,Tuesday,0,IPH_87761,0
2549.51,Restaurants,Western Cape,EFT,0,10,iPhone,0,2023-01-12 01:16:00,Thursday,0,IPH_87017,0
4072.51,Restaurants,Mpumalanga,Online,1,19,Windows,0,2023-01-16 07:38:00,Monday,0,WIN_96753,0
4433.2,Online Store,Western Cape,EFT,0,0,Android,0,2023-01-12 01:27:00,Thursday,0,AND_65822,0
111.4,Clothing,Limpopo,POS,1,7,Android,1,2023-01-10 09:51:00,Tuesday,0,AND_61603,0
4651.49,Groceries,Eastern Cape,Online,0,4,Android,0,2023-01-22 01:02:00,Sunday,1,AND_90291,0
1262.69,Online Store,Mpumalanga,POS,1,16,Windows,0,2023-01-02 03:03:00,Monday,0,WIN_45592,0
6728.27,Online Store,Gauteng,EFT,0,7,Windows,0,2023-01-10 13:12:00,Tuesday,0,WIN_66006,0
1057.67,Online Store,Limpopo,EFT,1,9,Android,1,2023-01-24 10:58:00,Tuesday,0,AND_36269,0
2914.08,Electronics,Western Cape,ATM Withdrawal,1,1,Android,0,2023-01-02 16:43:00,Monday,0,AND_60138,0
615.74,Restaurants,Western Cape,EFT,1,8,iPhone,0,2023-01-04 11:18:00,Wednesday,0,IPH_72398,0
6978.18,Clothing,Eastern Cape,POS,0,23,Windows,1,2023-01-11 18:28:00,Wednesday,0,WIN_29874,0
3525.32,Fuel,Gauteng,EFT,1,22,Windows,1,2023-02-01 02:06:00,Wednesday,0,WIN_67228,0
4175.79,Clothing,Gauteng,ATM Withdrawal,1,2,Android,0,2023-01-28 04:42:00,Saturday,1,AND_72670,0
488.19,Fuel,KwaZulu-Natal,ATM Withdrawal,1,17,Android,0,2023-01-02 08:41:00,Monday,0,AND_17925,0
5254.72,Electronics,Gauteng,POS,0,6,Unknown,0,2023-01-19 02:01:00,Thursday,0,UNK_13107,0
1485.14,Online Store,Eastern Cape,Online,1,14,Windows,0,2023-01-11 04:19:00,Wednesday,0,WIN_96388,0
6288.42,Electronics,KwaZulu-Natal,EFT,1,20,Unknown,0,2023-01-24 06:17:00,Tuesday,0,UNK_37617,0
1451.87,Electronics,KwaZulu-Natal,ATM Withdrawal,0,21,iPhone,0,2023-01-26 20:10:00,Thursday,0,IPH_84258,0
1351.0,Groceries,Western Cape,EFT,0,19,Unknown,0,2023-01-31 19:42:00,Tuesday,0,UNK_60075,0
275.12,Restaurants,Western Cape,EFT,1,17,Android,0,2023-01-18 06:26:00,Wednesday,0,AND_32631,0
3315.03,Fuel,Gauteng,Online,0,2,Windows,0,2023-02-05 12:19:00,Sunday,1,WIN_72444,0
3962.59,Online Store,KwaZulu-Natal,ATM Withdrawal,0,22,Windows,0,2023-02-05 01:06:00,Sunday,1,WIN_17883,0
478.65,Fuel,Western Cape,EFT,1,13,Unknown,0,2023-02-01 15:28:00,Wednesday,0,UNK_29708,0
5433.18,Clothing,Eastern Cape,ATM Withdrawal,1,23,Unknown,0,2023-01-21 20:28:00,Saturday,1,UNK_56221,0
3183.96,Fuel,Western Cape,POS,0,1,iPhone,0,2023-01-15 15:19:00,Sunday,1,IPH_27197,0
3680.24,Clothing,Mpumalanga,POS,1,13,iPhone,0,2023-01-14 11:13:00,Saturday,1,IPH_31134,0
3096.52,Restaurants,Mpumalanga,EFT,0,21,Android,0,2023-01-02 00:40:00,Monday,0,AND_43550,0
2817.33,Clothing,Western Cape,ATM Withdrawal,0,10,Android,0,2023-01-10 10:05:00,Tuesday,0,AND_24642,0
3926.29,Fuel,KwaZulu-Natal,EFT,0,15,Android,0,2023-01-27 01:49:00,Friday,0,AND_30439,0
1103.58,Fuel,KwaZulu-Natal,ATM Withdrawal,1,7,Unknown,0,2023-01-23 00:27:00,Monday,0,UNK_34583,0
1289.86,Clothing,Limpopo,ATM Withdrawal,0,6,Unknown,0,2023-02-03 03:44:00,Friday,0,UNK_89538,0
6035.26,Electronics,Mpumalanga,Online,0,10,Windows,0,2023-01-03 09:09:00,Tuesday,0,WIN_72014,0
6623.89,Restaurants,Eastern Cape,Online,1,2,Android,0,2023-01-07 03:10:00,Saturday,1,AND_29523,0
2625.7,Groceries,KwaZulu-Natal,Online,1,16,Unknown,0,2023-01-29 17:41:00,Sunday,1,UNK_80543,0
1909.8,Online Store,Gauteng,EFT,0,13,Windows,0,2023-01-14 09:34:00,Saturday,1,WIN_95971,0
4515.12,Fuel,Mpumalanga,Online,1,5,Android,0,2023-01-05 20:00:00,Thursday,0,AND_86830,0
2872.96,Online Store,Eastern Cape,Online,0,7,iPhone,0,2023-02-06 05:57:00,Monday,0,IPH_55538,0
197.2,Groceries,Eastern Cape,POS,1,21,iPhone,0,2023-01-29 19:09:00,Sunday,1,IPH_57310,0
1109.95,Online Store,KwaZulu-Natal,ATM Withdrawal,1,4,Unknown,0,2023-01-16 06:16:00,Monday,0,UNK_20908,0
5017.49,Groceries,Eastern Cape,ATM Withdrawal,1,7,Windows,0,2023-01-31 03:49:00,Tuesday,0,WIN_67290,0
4619.29,Clothing,KwaZulu-Natal,Online,0,1,iPhone,0,2023-01-26 01:33:00,Thursday,0,IPH_63634,0
209.13,Electronics,Western Cape,ATM Withdrawal,0,14,Windows,0,2023-01-30 00:40:00,Monday,0,WIN_22699,0
1569.37,Fuel,Mpumalanga,POS,0,11,Windows,0,2023-01-30 23:16:00,Monday,0,WIN_76912,0
1632.9,Groceries,Limpopo,POS,1,16,iPhone,0,2023-01-04 15:59:00,Wednesday,0,IPH_24255,0
4709.81,Online Store,Western Cape,Online,0,0,Windows,0,2023-01-24 02:22:00,Tuesday,0,WIN_89183,0
157.58,Fuel,Mpumalanga,POS,1,14,iPhone,0,2023-01-01 20:35:00,Sunday,1,IPH_70282,0
746.68,Electronics,KwaZulu-Natal,ATM Withdrawal,1,13,Unknown,0,2023-01-03 04:26:00,Tuesday,0,UNK_68249,0
5603.41,Clothing,Mpumalanga,EFT,1,19,Android,1,2023-02-03 08:31:00,Friday,0,AND_48176,0
1266.24,Fuel,KwaZulu-Natal,ATM Withdrawal,1,21,Android,0,2023-01-20 17:51:00,Friday,0,AND_18163,0
4576.17,Groceries,Western Cape,EFT,1,15,Unknown,0,2023-01-28 07:54:00,Saturday,1,UNK_64210,0
1682.52,Electronics,Gauteng,Online,1,8,iPhone,0,2023-02-01 02:08:00,Wednesday,0,IPH_81979,0
714.1,Online Store,Gauteng,EFT,0,0,iPhone,0,2023-02-05 03:58:00,Sunday,1,IPH_88860,0
1717.34,Electronics,Mpumalanga,POS,1,16,iPhone,0,2023-02-02 06:47:00,Thursday,0,IPH_31143,0
5061.42,Electronics,Gauteng,ATM Withdrawal,1,12,iPhone,0,2023-01-19 05:48:00,Thursday,0,IPH_14920,0
5992.76,Restaurants,KwaZulu-Natal,EFT,1,20,Unknown,0,2023-01-13 21:12:00,Friday,0,UNK_92911,0
5814.93,Electronics,Eastern Cape,ATM Withdrawal,1,20,Android,0,2023-01-07 06:22:00,Saturday,1,AND_47996,0
2792.34,Electronics,KwaZulu-Natal,Online,0,4,Windows,1,2023-01-16 06:24:00,Monday,0,WIN_21748,1
4683.23,Fuel,Eastern Cape,Online,0,9,Windows,0,2023-01-15 01:05:00,Sunday,1,WIN_91251,0
1450.79,Online Store,Western Cape,POS,1,5,Android,0,2023-01-22 03:23:00,Sunday,1,AND_57252,0
2066.17,Fuel,Limpopo,Online,0,23,Unknown,0,2023-01-26 01:17:00,Thursday,0,UNK_73179,1
6276.42,Fuel,Eastern Cape,EFT,1,18,Windows,0,2023-02-06 13:52:00,Monday,0,WIN_16450,0
110.75,Groceries,Gauteng,Online,1,12,Android,0,2023-01-28 10:09:00,Saturday,1,AND_62756,0
616.85,Fuel,KwaZulu-Natal,POS,1,0,Unknown,0,2023-01-25 08:04:00,Wednesday,0,UNK_60235,0
